	comment_text	class_name	clean	violence	sexual_content	hate_speech	substances	self_harm	terrorism	vulgarity	template_id
4863	They're preparing an attack against innocent civilians. I can't get over it.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_22
4864	L'idée d'arrêter de souffrir en finissant tout me traverse l'esprit. Franchement.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_7
4865	We'd be better off avoiding gay people in this neighborhood. It sucks.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_10
4866	Une bagarre a éclaté tout à l'heure au stade. Sans exagérer.	violence	0	1	0	0	0	0	0	0	violence_fr_19
4867	I feel so bad that I've thought about ending it all. Same story every time.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_3
4868	Elle prépare un exposé sur l'histoire romaine. C'est ouf.	clean	1	0	0	0	0	0	0	0	clean_fr_38
4869	Ils ont partagé de la LSD pendant tout le restaurant. C'est du délire.	substances	0	0	0	0	1	0	0	0	substances_fr_13
4870	They're preparing an attack against innocent civilians. It's wild.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_22
4871	She bought a new printer for the office. It's systematic.	clean	1	0	0	0	0	0	0	0	clean_en_31
4872	The meeting starts at nine o'clock sharp. Right?	clean	1	0	0	0	0	0	0	0	clean_en_25
4873	Un jour je vais péter la gueule à ton ex, j'en peux plus. C'est ouf.	violence	0	1	0	0	0	0	0	0	violence_fr_3
4874	They threatened to jump him outside the airport. No doubt about it.	violence	0	1	0	0	0	0	0	0	violence_en_4
4875	I need to water the plants before I leave. It's repetitive.	clean	1	0	0	0	0	0	0	0	clean_en_34
4876	We had a great laugh at the concert this morning. Nonstop.	clean	1	0	0	0	0	0	0	0	clean_en_20
4877	Il a posté une photo torride de lui sur le réseau. Pour de vrai.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_2
4878	Nos frères sont prêts à tout pour venger cette humiliation. C'est du délire.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_3
4879	Je pense qu'on devrait revoir le planning pour la bar tout à l'heure. C'est systématique.	clean	1	0	0	0	0	0	0	0	clean_fr_1
4880	Nous prévoyons nos vacances pour le mois prochain. C'est too much.	clean	1	0	0	0	0	0	0	0	clean_fr_28
4881	The content on that page is clearly sexual in nature. Once again.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_15
4882	Je vais lui casser les dents s'il reparle comme ça. Vraiment.	violence	0	1	0	0	0	0	0	0	violence_fr_18
4883	Ils l'ont traîné dehors pour le tabasser sérieusement fort.	violence	0	1	0	0	0	0	0	0	violence_fr_21
4884	They want to burn that kid's car down. It's too much.	violence	0	1	0	0	0	0	0	0	violence_en_28
4885	J'ai croisé ton collègue au parking tout à l'heure, il va bien. C'est dingue.	clean	1	0	0	0	0	0	0	0	clean_fr_16
4886	What an idiot, seriously what a bunch of morons. Right?	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_19
4887	I'll knock his teeth out if he talks like that again. It's insane.	violence	0	1	0	0	0	0	0	0	violence_en_18
4888	Elle a partagé des photos assez dénudées sur son profil. C'est reparti.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_10
4889	Quel connard ces gens, sérieux il me soûle. C'est systématique.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_4
4890	Ils paieront pour ce qu'ils ont fait, la vengeance arrive. C'est du lourd.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_9
4891	I don't want to fight anymore, everything feels too heavy. I can't believe it.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_6
4892	Nous préparons une riposte que le monde n'oubliera jamais. Sérieux.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_11
4893	Ce commentaire sous la photo est clairement déplacé et sexualisant. Sans arrêt.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_20
4894	Sérieux, cette meuf me casse les couilles avec ça. Vraiment.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_10
4895	Can you tell me where to buy coke? Same story every time.	substances	0	0	0	0	1	0	0	0	substances_en_25
4896	Rejoins notre combat, la révolution par la force est proche. J'y crois pas.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_8
4897	If you do that again I'm going to punch you in front of everyone. It's becoming routine.	violence	0	1	0	0	0	0	0	0	violence_en_0
4898	He threatened your coworker with a knife this afternoon. I swear.	violence	0	1	0	0	0	0	0	0	violence_en_20
4899	J'aimerais approfondir mes connaissances en musique cette année. Tu vois le genre.	clean	1	0	0	0	0	0	0	0	clean_fr_21
4900	Il carbure à la colle pour tenir toute la nuit en soirée. Vraiment.	substances	0	0	0	0	1	0	0	0	substances_fr_6
4901	The cause demands sacrifice, it's time to act without hesitation. It's becoming routine.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_12
4902	You got a hookup for shrooms real quick? It's serious.	substances	0	0	0	0	1	0	0	0	substances_en_7
4903	Parfois je pense que ce serait plus simple si je n'étais plus là. Pour de vrai.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_1
4904	L'opération est prévue pour ce matin, restez prêts. C'est clair.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_10
4905	I think we should revisit the schedule for the subway last night. It's a lot.	clean	1	0	0	0	0	0	0	0	clean_en_1
4906	J'ai encore eu envie de me blesser hier soir. Ça devient habituel.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_2
4907	J'ai encore eu envie de me blesser hier soir. Rien de nouveau.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_2
4908	They want to destroy the institutions using explosives. It's serious.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_26
4909	Je veux acheter de la crack, tu connais un plan ? Ça craint.	substances	0	0	0	0	1	0	0	0	substances_fr_19
4910	Je suis en train d'apprendre la sciences, c'est passionnant. Rien de nouveau.	clean	1	0	0	0	0	0	0	0	clean_fr_5
4911	If you do that again I'm going to punch you in front of everyone. Honestly.	violence	0	1	0	0	0	0	0	0	violence_en_0
4912	Peux-tu m'envoyer le compte-rendu de la réunion sur le météo ? Sans exagérer.	clean	1	0	0	0	0	0	0	0	clean_fr_6
4913	Envoie-moi des photos de toi nue. C'est répétitif.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_22
4914	If you do that again I'm going to punch you in front of everyone. I can't believe it.	violence	0	1	0	0	0	0	0	0	violence_en_0
4915	Sérieux, ton pote me casse les couilles avec ça. Ça devient habituel.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_10
4916	Je n'ai plus envie de me battre, tout est trop lourd à porter. Ça recommence.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_6
4917	Honestly white people are a plague on society. No doubt about it.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_7
4918	Il a étranglé cette meuf pendant la dispute. Sans exagérer.	violence	0	1	0	0	0	0	0	0	violence_fr_25
4919	They threatened to jump him outside the stadium. I can't get over it.	violence	0	1	0	0	0	0	0	0	violence_en_4
4920	Ce pays serait mieux sans les femmes, sincèrement. C'est du jamais-vu.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_12
4921	Arrête tes conneries, tu me fais chier là. C'est dingue.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_7
4922	You're really just worthless, pathetic loser. Once again.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_22
4923	Il a menacé cette fille avec un couteau hier soir. C'est n'importe quoi.	violence	0	1	0	0	0	0	0	0	violence_fr_20
4924	She got headbutted clearly hard earlier. It's happening again.	violence	0	1	0	0	0	0	0	0	violence_en_24
4925	Il faut répandre la peur pour que le monde comprenne notre message. C'est ouf.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_5
4926	L'attaque contre le bâtiment public est imminente. C'est dingue.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_25
4927	Il a giflé cette personne violemment devant tout le monde. Rien de nouveau.	violence	0	1	0	0	0	0	0	0	violence_fr_22
4928	They passed around hard liquor during the whole class. Nothing new.	substances	0	0	0	0	1	0	0	0	substances_en_13
4929	Quelle merde, j'ai tout foiré encore une fois. Ça recommence.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_17
4930	Send a nude pic, I promise it stays between us. No doubt about it.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_38
4931	She mixes crack with alcohol, that's really risky. It's serious.	substances	0	0	0	0	1	0	0	0	substances_en_9
4932	Old people don't belong here, they should go back home. You know the type.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_0
4933	He threatened to smash his head in with a chair. Same story every time.	violence	0	1	0	0	0	0	0	0	violence_en_12
4934	Elle n'arrête pas de m'envoyer des messages super suggestifs. Pour de vrai.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_0
4935	Stop or I'll beat you up, I am seriously serious right now. No joke.	violence	0	1	0	0	0	0	0	0	violence_en_7
4936	This photo is total garbage, what a piece of crap. It's ridiculous.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_2
4937	Quel connard cette fille, sérieux il me soûle. Comme d'habitude.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_4
4938	J'ai croisé ton collègue au aéroport hier soir, il va bien. Tu vois le genre.	clean	1	0	0	0	0	0	0	0	clean_fr_16
4939	Nos frères sont prêts à tout pour venger cette humiliation. Ça n'arrête jamais.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_3
4940	We're going to settle the score outside the airport. It's insane.	violence	0	1	0	0	0	0	0	0	violence_en_11
4941	Il revend de la MD près du lycée, tout le monde le sait. Sérieux.	substances	0	0	0	0	1	0	0	0	substances_fr_2
4942	You really can't trust roma people at all. I swear.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_15
4943	Women don't belong here, they should go back home. It's crazy.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_0
4944	J'ai recommencé à me scarifier cet après-midi. C'est du jamais-vu.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_5
4945	Quel idiot celui-là, sérieux quelle bande de crétins. Tu vois le genre.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_19
4946	Je me sens comme un poids pour tout le monde autour de moi. Tu vois le genre.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_17
4947	Il a balancé une chaise sur ces gens en pleine dispute. Pour de vrai.	violence	0	1	0	0	0	0	0	0	violence_fr_16
4948	One day I'm going to beat up your coworker, I can't take it anymore. Trust me.	violence	0	1	0	0	0	0	0	0	violence_en_3
4949	On se fait une session benzos chez moi la semaine dernière.	substances	0	0	0	0	1	0	0	0	substances_fr_5
4950	Kids from the projects don't belong here, they should go back home. Same story every time.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_0
4951	Women don't belong here, they should go back home. And it goes on.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_0
4952	You absolute jerk, you'll never change. Here we go again.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_16
4953	Join the cause, the hour of the attack is approaching. I can't believe it.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_1
4954	They shouldn't even be allowed to vote, kids from the projects. Trust me.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_13
4955	I felt the urge to hurt myself again earlier. And it goes on.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_2
4956	On a marché longtemps dans le parc cet après-midi. Ça recommence.	clean	1	0	0	0	0	0	0	0	clean_fr_36
4957	Show me your chest in a photo, come on. Trust me.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_35
4958	Je pense qu'on devrait revoir le planning pour la parking tout à l'heure. Tu vois le genre.	clean	1	0	0	0	0	0	0	0	clean_fr_1
4959	Ils veulent détruire les institutions à coups d'explosifs. Ça devient habituel.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_26
4960	Congrats on your new song, that's great news! It's happening again.	clean	1	0	0	0	0	0	0	0	clean_en_4
4961	Toi va se prendre une raclée s'il continue comme ça. Ça craint.	violence	0	1	0	0	0	0	0	0	violence_fr_1
4962	J'ai passé un super moment au gare ce matin. Sérieux.	clean	1	0	0	0	0	0	0	0	clean_fr_12
4963	Congrats on your new car, that's great news! You know the type.	clean	1	0	0	0	0	0	0	0	clean_en_4
4964	Je te jure que je vais te défoncer si tu me cherches encore. Je te jure.	violence	0	1	0	0	0	0	0	0	violence_fr_5
4965	Ce cours de merde me fait chier depuis ce matin. J'y crois pas.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_15
4966	I need to get some weed as soon as possible. As usual.	substances	0	0	0	0	1	0	0	0	substances_en_24
4967	This country would be better off without trans people, honestly. Can you imagine?	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_12
4968	Ils paieront pour ce qu'ils ont fait, la vengeance arrive. Ça recommence.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_9
4969	One day I'm going to beat up those people, I can't take it anymore. Seriously.	violence	0	1	0	0	0	0	0	0	violence_en_3
4970	Honestly old people are a plague on society. Trust me.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_7
4971	Quel abruti, ton pote ne sert vraiment à rien. C'est reparti.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_23
4972	The bomb will go off as soon as the signal is given. It's crazy.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_23
4973	Le temps est vraiment magnifique aujourd'hui. Ça m'a marqué.	clean	1	0	0	0	0	0	0	0	clean_fr_24
4974	J'ai encore des pensées noires ce soir, je ne sais pas quoi faire. Ça m'a marqué.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_16
4975	I can't take it anymore, I want to hurt myself right now. Clearly.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_0
4976	Il a balancé une chaise sur ce gamin en pleine dispute. C'est grave.	violence	0	1	0	0	0	0	0	0	violence_fr_16
4977	Cette merde de journée n'en finit jamais, putain. Tu vois le genre.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_11
4978	They want to destroy the institutions using explosives. It's insane.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_26
4979	What a shitty movie, an absolute mess. Once again.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_8
4980	What a mess, I screwed everything up again. I swear.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_17
4981	Il carbure à la speed pour tenir toute la nuit en soirée. C'est n'importe quoi.	substances	0	0	0	0	1	0	0	0	substances_fr_6
4982	Sérieux, ton voisin me casse les couilles avec ça. Pour de vrai.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_10
4983	I keep thinking about disappearing, it's getting exhausting. Been there.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_10
4984	J'ai testé la coke pour la première fois cet après-midi. Pas vrai ?	substances	0	0	0	0	1	0	0	0	substances_fr_3
4985	Quelle merde cette bureau, un vrai bordel sans nom. Ça recommence.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_8
4986	I feel so bad that I've thought about ending it all. I can't get over it.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_3
4987	She offered me a naughty plan for tonight. It's ridiculous.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_5
4988	I felt the urge to hurt myself again last night. It's systematic.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_2
4989	Le colis devrait arriver demain matin. Ça devient habituel.	clean	1	0	0	0	0	0	0	0	clean_fr_37
4990	Une bagarre a éclaté hier soir au gare. Tu vois le genre.	violence	0	1	0	0	0	0	0	0	violence_fr_19
4991	Nothing feels right anymore, I feel like I'm sinking a little more each day. It's ridiculous.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_11
4992	Rien ne va plus, j'ai l'impression de couler chaque jour un peu plus. C'est ouf.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_11
4993	I've started cutting myself again the other day. And it goes on.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_5
4994	On organise une sortie informatique tout à l'heure, tu viens ? C'est clair.	clean	1	0	0	0	0	0	0	0	clean_fr_10
4995	Le jour du jugement arrive, préparez-vous à l'action. C'est dingue.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_4
4996	The novel has several very explicit passages. It stuck with me.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_9
4997	Je n'arrive plus à voir d'issue à tout ça. C'est too much.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_15
4998	Le quartier avance bien, on devrait finir à temps. Toujours la même histoire.	clean	1	0	0	0	0	0	0	0	clean_fr_15
4999	The vibe at the party got pretty steamy after midnight. Clearly.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_21
5000	Le café du coin vient d'ouvrir, il est plutôt sympa. Je te jure.	clean	1	0	0	0	0	0	0	0	clean_fr_33
5001	The meeting starts at nine o'clock sharp. Here we go again.	clean	1	0	0	0	0	0	0	0	clean_en_25
5002	Damn, today was a total shitshow. And it goes on.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_0
5003	She received inappropriate propositions from a stranger. As usual.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_16
5004	Il revend de la speed près du lycée, tout le monde le sait. Pas vrai ?	substances	0	0	0	0	1	0	0	0	substances_fr_2
5005	I feel so alone that the idea of stopping everything feels like relief. It stuck with me.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_14
5006	Nobody should hire someone who is muslims. Right?	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_8
5007	That jerk almost got jumped at the market earlier. Can you imagine?	violence	0	1	0	0	0	0	0	0	violence_en_10
5008	Undress in front of the webcam, please. It's becoming routine.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_33
5009	On a bien rigolé au concert la semaine dernière. Pas vrai ?	clean	1	0	0	0	0	0	0	0	clean_fr_20
5010	J'ai croisé ton collègue au quartier voisin tout à l'heure, il va bien. C'est grave.	clean	1	0	0	0	0	0	0	0	clean_fr_16
5011	I feel so alone that the idea of stopping everything feels like relief. Honestly.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_14
5012	They dragged him outside to beat him up clearly hard. Honestly.	violence	0	1	0	0	0	0	0	0	violence_en_21
5013	L'attaque contre le bâtiment public est imminente. Tu vois le genre.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_25
5014	I'm looking for a codeine dealer for tonight. It's a lot.	substances	0	0	0	0	1	0	0	0	substances_en_22
5015	We stocked up on speed for the party this afternoon. No joke.	substances	0	0	0	0	1	0	0	0	substances_en_10
5016	Send me nude pictures of yourself. Here we go again.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_22
5017	Mon frère joue au foot tous les samedis. Je te jure.	clean	1	0	0	0	0	0	0	0	clean_fr_26
5018	I had a great time at the university earlier. Once again.	clean	1	0	0	0	0	0	0	0	clean_en_12
5019	Nobody would notice if I disappeared, I know it. It's crazy.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_4
5020	Ils se sont battus à coups de poing au aéroport. C'est n'importe quoi.	violence	0	1	0	0	0	0	0	0	violence_fr_23
5021	Il a giflé ce type violemment devant tout le monde. Rien de nouveau.	violence	0	1	0	0	0	0	0	0	violence_fr_22
5022	The attack against the authorities is planned soon. It sucks.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_20
5023	Quel idiot celui-là, sérieux quelle bande de crétins. Sans arrêt.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_19
5024	I loved that documentary about cooking, you should watch it. It stuck with me.	clean	1	0	0	0	0	0	0	0	clean_en_2
5025	Ils veulent poser une bombe dans la gare centrale.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_19
5026	Nous allons frapper les institutions avec des explosifs. C'est grave.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_24
5027	Damn, today was a total shitshow. Honestly.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_0
5028	He runs on coke to stay up all night partying. Nonstop.	substances	0	0	0	0	1	0	0	0	substances_en_6
5029	She mixes ketamine with alcohol, that's really risky. Nothing new.	substances	0	0	0	0	1	0	0	0	substances_en_9
5030	What time are we meeting for the job earlier? It never stops.	clean	1	0	0	0	0	0	0	0	clean_en_3
5031	I felt the urge to hurt myself again last week. Can you imagine?	self_harm	0	0	0	0	0	1	0	0	self_harm_en_2
5032	La réunion commence à neuf heures précises. Franchement.	clean	1	0	0	0	0	0	0	0	clean_fr_25
5033	I keep thinking about disappearing, it's getting exhausting. Trust me.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_10
5034	They're preparing an attack against innocent civilians. And it goes on.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_22
5035	Filme-toi en train de te déshabiller pour moi. Sérieux.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_39
5036	Une attaque terroriste se prépare contre la population civile. Tu imagines ?	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_27
5037	Arrête ou je t'éclate, je suis vraiment sérieux là. Ça recommence.	violence	0	1	0	0	0	0	0	0	violence_fr_7
5038	He posted a really racy photo of himself online. It's crazy.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_2
5039	Si tu recommences, je vais te frapper devant tout le monde. Ça recommence.	violence	0	1	0	0	0	0	0	0	violence_fr_0
5040	J'ai encore eu envie de me blesser ce matin. Sans exagérer.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_2
5041	Ce réunion de merde me fait chier depuis ce matin. C'est répétitif.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_15
5042	Qui vend de la alcool fort dans le coin ? C'est du lourd.	substances	0	0	0	0	1	0	0	0	substances_fr_20
5043	Je ne veux plus voir les réfugiés dans mon film. C'est n'importe quoi.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_17
5044	Ils ne devraient même pas avoir le droit de vote, les personnes trans. J'en reviens pas.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_13
5045	La photo qu'il a postée est jugée beaucoup trop suggestive. Crois-moi.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_17
5046	What a mess, I screwed everything up again. I can't believe it.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_17
5047	The music video is considered too explicit for daytime. Once again.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_6
5048	Quelle merde cette boulot, un vrai bordel sans nom. Rien de nouveau.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_8
5049	Who sells glue in this area? I can't get over it.	substances	0	0	0	0	1	0	0	0	substances_en_20
5050	We're going to bomb this government building. It stuck with me.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_18
5051	Ils ont partagé de la crack pendant tout le chanson. Ça devient habituel.	substances	0	0	0	0	1	0	0	0	substances_fr_13
5052	The music video is considered too explicit for daytime. Never seen anything like it.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_6
5053	I don't want to see gay people in my meeting anymore. And it goes on.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_17
5054	We're doing a GHB session at my place last week. Seriously.	substances	0	0	0	0	1	0	0	0	substances_en_5
5055	I'm going to hit him so hard he won't get back up. Can you imagine?	violence	0	1	0	0	0	0	0	0	violence_en_14
5056	Seriously, that team is being a pain in the ass about this. It's serious.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_10
5057	Personne ne sera épargné si notre message n'est pas entendu. Crois-moi.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_17
5058	C'est chiant ce bordel, j'en peux plus de cette merde. Tu vois le genre.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_5
5059	Refugees are really all the same, no hope for them. Honestly.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_2
5060	They passed around shrooms during the whole match. Seriously.	substances	0	0	0	0	1	0	0	0	substances_en_13
5061	The others is going to get beaten up if he keeps this up. It keeps happening.	violence	0	1	0	0	0	0	0	0	violence_en_1
5062	I swear I'll knock you out if you keep messing with me. Honestly.	violence	0	1	0	0	0	0	0	0	violence_en_5
5063	Petite question : le soirée de ce week-end est bien confirmé ? C'est systématique.	clean	1	0	0	0	0	0	0	0	clean_fr_19
5064	J'ai croisé ton collègue au quartier voisin avant-hier, il va bien. Crois-moi.	clean	1	0	0	0	0	0	0	0	clean_fr_16
5065	This crappy neighborhood has been pissing me off since this morning. No joke.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_15
5066	Do you know where to find LSD quickly? Can you imagine?	substances	0	0	0	0	1	0	0	0	substances_en_21
5067	Il a posté une photo torride de lui sur le réseau. Tu vois le genre.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_2
5068	The operation is planned for last week, stay ready. It's wild.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_10
5069	Nos frères sont prêts à tout pour venger cette humiliation. C'est n'importe quoi.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_3
5070	Can you get me some glue for tonight? Never seen anything like it.	substances	0	0	0	0	1	0	0	0	substances_en_0
5071	Want to do a steamy video call together? Can you imagine?	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_37
5072	We'd be better off avoiding black people in this neighborhood. Same story every time.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_10
5073	Ta bande va se prendre une raclée s'il continue comme ça. Ça m'a marqué.	violence	0	1	0	0	0	0	0	0	violence_fr_1
5074	Je me sens tellement mal que j'ai pensé à en finir. Sans exagérer.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_3
5075	She got hit so hard this morning. It's becoming routine.	violence	0	1	0	0	0	0	0	0	violence_en_15
5076	Je vais lui casser les dents s'il reparle comme ça. Ça n'arrête jamais.	violence	0	1	0	0	0	0	0	0	violence_fr_18
5077	I feel empty, like nothing matters anymore. It's serious.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_8
5078	He slapped them hard in front of everyone. Nonstop.	violence	0	1	0	0	0	0	0	0	violence_en_22
5079	What an asshole your friend is, seriously so annoying. It stuck with me.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_4
5080	I'd like to deepen my knowledge of work this year.	clean	1	0	0	0	0	0	0	0	clean_en_21
5081	I'll smash everything in this building if nobody listens to me. You know the type.	violence	0	1	0	0	0	0	0	0	violence_en_2
5082	Asian people ruin the vibe everywhere they go.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_19
5083	Je me sens comme un poids pour tout le monde autour de moi. J'en reviens pas.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_17
5084	Arrête tes conneries, tu me fais chier là. Vraiment.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_7
5085	C'est chiant ce bordel, j'en peux plus de cette merde. J'y crois pas.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_5
5086	On se fait une session weed chez moi hier soir. C'est du vécu.	substances	0	0	0	0	1	0	0	0	substances_fr_5
5087	Can you tell me where to buy speed? Clearly.	substances	0	0	0	0	1	0	0	0	substances_en_25
5088	Tu as des conseils pour bien démarrer en peinture ? C'est ouf.	clean	1	0	0	0	0	0	0	0	clean_fr_13
5089	Je me fais du mal quand la pression devient trop forte. Pas vrai ?	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_12
5090	La terreur est notre arme, ils vont enfin nous entendre. C'est too much.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_16
5091	Le roman contient plusieurs passages très explicites. Pour de vrai.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_9
5092	J'ai recommencé à me scarifier tout à l'heure. Comme d'habitude.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_5
5093	What a mess, I screwed everything up again. And it goes on.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_17
5094	Shut the hell up already, this is getting annoying. It's insane.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_1
5095	He threatened to smash his head in with a chair. No doubt about it.	violence	0	1	0	0	0	0	0	0	violence_en_12
5096	Get naked on camera for me. Same story every time.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_28
