	comment_text	label	class_name	language	toxic	severe_toxic	obscene	threat	insult	identity_hate
4426	I dream of undressing you slowly and doing things with you.	2	sexual	en	1	0	1	0	0	0
4427	Want to meet up for a one-night stand together?	2	sexual	en	1	0	1	0	0	0
4428	Tell me exactly how you like to make love in detail.	2	sexual	en	1	0	1	0	0	0
4429	I imagine you naked and it drives me crazy with desire.	2	sexual	en	1	0	1	0	0	0
4430	Send me an intimate video of yourself, no one will know.	2	sexual	en	1	0	1	0	0	0
4431	I want to explore every inch of your body tonight.	2	sexual	en	1	0	1	0	0	0
4432	Your photos excite me so much, I have very impure thoughts.	2	sexual	en	1	0	1	0	0	0
4433	Come to my place tonight, we'll do very explicit things.	2	sexual	en	1	0	1	0	0	0
4434	All I can think about right now is having sex with you.	2	sexual	en	1	0	1	0	0	0
4435	Tell me what underwear you're wearing right now.	2	sexual	en	1	0	1	0	0	0
4436	I want you to tell me about your most explicit sexual experiences.	2	sexual	en	1	0	1	0	0	0
4437	I've had very explicit fantasies about you for weeks.	2	sexual	en	1	0	1	0	0	0
4438	Show me what no one else has the right to see.	2	sexual	en	1	0	1	0	0	0
4439	I want us to exchange very intimate and explicit messages.	2	sexual	en	1	0	1	0	0	0
4440	Envíame fotos explícitas de ti, quiero verlo todo.	2	sexual	es	1	0	1	0	0	0
4441	Pienso en ti de formas muy íntimas y explícitas cada noche.	2	sexual	es	1	0	1	0	0	0
4442	Descríbeme en detalle lo que harías conmigo en la cama.	2	sexual	es	1	0	1	0	0	0
4443	Quiero tener sexo contigo esta noche.	2	sexual	es	1	0	1	0	0	0
4444	Muéstrame tu cuerpo, he querido esto durante tanto tiempo.	2	sexual	es	1	0	1	0	0	0
4445	Hablemos de nuestras fantasías más explícitas e íntimas.	2	sexual	es	1	0	1	0	0	0
4446	Sueño con desvestirte lentamente y hacer cosas contigo.	2	sexual	es	1	0	1	0	0	0
4447	¿Quieres que nos encontremos para pasar una noche juntos?	2	sexual	es	1	0	1	0	0	0
4448	Dime exactamente cómo te gusta hacer el amor en detalle.	2	sexual	es	1	0	1	0	0	0
4449	Te imagino desnuda y me vuelve loco de deseo.	2	sexual	es	1	0	1	0	0	0
4450	Envíame un video íntimo de ti, nadie lo sabrá.	2	sexual	es	1	0	1	0	0	0
4451	Quiero explorar cada centímetro de tu cuerpo esta noche.	2	sexual	es	1	0	1	0	0	0
4452	Tus fotos me excitan tanto, tengo pensamientos muy impuros.	2	sexual	es	1	0	1	0	0	0
4453	Ven a mi casa esta noche, haremos cosas muy explícitas.	2	sexual	es	1	0	1	0	0	0
4454	Todo en lo que puedo pensar ahora mismo es en tener sexo contigo.	2	sexual	es	1	0	1	0	0	0
4455	Dime qué ropa interior llevas ahora mismo.	2	sexual	es	1	0	1	0	0	0
4456	Quiero que me cuentes tus experiencias sexuales más explícitas.	2	sexual	es	1	0	1	0	0	0
4457	He tenido fantasías muy explícitas sobre ti durante semanas.	2	sexual	es	1	0	1	0	0	0
4458	Muéstrame lo que nadie más tiene derecho a ver.	2	sexual	es	1	0	1	0	0	0
4459	Quiero que intercambiemos mensajes muy íntimos y explícitos.	2	sexual	es	1	0	1	0	0	0
4460	Schick mir explizite Fotos von dir, ich will alles sehen.	2	sexual	de	1	0	1	0	0	0
4461	Ich denke jeden Nacht auf sehr intime und explizite Weise an dich.	2	sexual	de	1	0	1	0	0	0
4462	Beschreibe mir im Detail, was du mit mir im Bett machen würdest.	2	sexual	de	1	0	1	0	0	0
4463	Ich will heute Nacht Sex mit dir haben.	2	sexual	de	1	0	1	0	0	0
4464	Zeig mir deinen Körper, ich will das schon so lange.	2	sexual	de	1	0	1	0	0	0
4465	Lass uns über unsere explizitsten und intimsten Fantasien sprechen.	2	sexual	de	1	0	1	0	0	0
4466	Ich träume davon, dich langsam auszuziehen und Dinge mit dir zu tun.	2	sexual	de	1	0	1	0	0	0
4467	Willst du dich für eine Nacht mit mir treffen?	2	sexual	de	1	0	1	0	0	0
4468	Sag mir genau, wie du es liebst, im Detail Liebe zu machen.	2	sexual	de	1	0	1	0	0	0
4469	Ich stelle mir dich nackt vor und das macht mich wahnsinnig vor Verlangen.	2	sexual	de	1	0	1	0	0	0
4470	Schick mir ein intimes Video von dir, niemand wird es wissen.	2	sexual	de	1	0	1	0	0	0
4471	Ich will heute Nacht jeden Zentimeter deines Körpers erkunden.	2	sexual	de	1	0	1	0	0	0
4472	Deine Fotos erregen mich so sehr, ich habe sehr unreine Gedanken.	2	sexual	de	1	0	1	0	0	0
4473	Komm heute Nacht zu mir, wir werden sehr explizite Dinge tun.	2	sexual	de	1	0	1	0	0	0
4474	Ich kann gerade an nichts anderes denken als daran, Sex mit dir zu haben.	2	sexual	de	1	0	1	0	0	0
4475	Sag mir, welche Unterwäsche du gerade trägst.	2	sexual	de	1	0	1	0	0	0
4476	Ich will, dass du mir von deinen explizitsten sexuellen Erfahrungen erzählst.	2	sexual	de	1	0	1	0	0	0
4477	Ich hatte wochenlang sehr explizite Fantasien über dich.	2	sexual	de	1	0	1	0	0	0
4478	Zeig mir, was niemand sonst sehen darf.	2	sexual	de	1	0	1	0	0	0
4479	Ich will, dass wir sehr intime und explizite Nachrichten austauschen.	2	sexual	de	1	0	1	0	0	0
4480	Mandami foto esplicite di te, voglio vedere tutto.	2	sexual	it	1	0	1	0	0	0
4481	Penso a te in modi molto intimi ed espliciti ogni notte.	2	sexual	it	1	0	1	0	0	0
4482	Descrivimi in dettaglio cosa faresti con me a letto.	2	sexual	it	1	0	1	0	0	0
4483	Voglio fare sesso con te stasera.	2	sexual	it	1	0	1	0	0	0
4484	Mostrami il tuo corpo, lo voglio da così tanto tempo.	2	sexual	it	1	0	1	0	0	0
4485	Parliamo delle nostre fantasie più esplicite e intime.	2	sexual	it	1	0	1	0	0	0
4486	Sogno di spogliarti lentamente e di fare cose con te.	2	sexual	it	1	0	1	0	0	0
4487	Vuoi incontrarci per una notte insieme?	2	sexual	it	1	0	1	0	0	0
4488	Dimmi esattamente come ti piace fare l'amore nel dettaglio.	2	sexual	it	1	0	1	0	0	0
4489	Ti immagino nuda e mi fa impazzire di desiderio.	2	sexual	it	1	0	1	0	0	0
4490	Mandami un video intimo di te, nessuno lo saprà.	2	sexual	it	1	0	1	0	0	0
4491	Voglio esplorare ogni centimetro del tuo corpo stasera.	2	sexual	it	1	0	1	0	0	0
4492	Le tue foto mi eccitano così tanto, ho pensieri molto impuri.	2	sexual	it	1	0	1	0	0	0
4493	Vieni a casa mia stasera, faremo cose molto esplicite.	2	sexual	it	1	0	1	0	0	0
4494	Non riesco a pensare ad altro che a fare sesso con te in questo momento.	2	sexual	it	1	0	1	0	0	0
4495	Dimmi che biancheria intima stai indossando adesso.	2	sexual	it	1	0	1	0	0	0
4496	Voglio che tu mi racconti delle tue esperienze sessuali più esplicite.	2	sexual	it	1	0	1	0	0	0
4497	Ho avuto fantasie molto esplicite su di te per settimane.	2	sexual	it	1	0	1	0	0	0
4498	Mostrami ciò che nessun altro ha il diritto di vedere.	2	sexual	it	1	0	1	0	0	0
4499	Voglio che ci scambiamo messaggi molto intimi ed espliciti.	2	sexual	it	1	0	1	0	0	0
4500	Envoie-moi des photos explicites de toi, je veux tout voir.	2	sexual	fr	1	0	1	0	0	0
4501	Je pense à toi toutes les nuits de façon très intime et explicite.	2	sexual	fr	1	0	1	0	0	0
4502	Décris-moi en détail ce que tu ferais avec moi au lit.	2	sexual	fr	1	0	1	0	0	0
4503	Je veux avoir des relations sexuelles avec toi dès ce soir.	2	sexual	fr	1	0	1	0	0	0
4504	Montre-moi ton corps, j'en ai tellement envie depuis longtemps.	2	sexual	fr	1	0	1	0	0	0
4505	Parlons de nos fantasmes les plus explicites et les plus intimes.	2	sexual	fr	1	0	1	0	0	0
4506	Je rêve de te déshabiller lentement et de faire des choses avec toi.	2	sexual	fr	1	0	1	0	0	0
4507	Tu veux qu'on se retrouve pour une nuit sans lendemain ensemble ?	2	sexual	fr	1	0	1	0	0	0
4508	Dis-moi exactement comment tu aimes faire l'amour en détail.	2	sexual	fr	1	0	1	0	0	0
4509	Je t'imagine nue et ça me rend fou de désir pour toi.	2	sexual	fr	1	0	1	0	0	0
4510	Envoie-moi une vidéo intime de toi, personne ne le saura.	2	sexual	fr	1	0	1	0	0	0
4511	Je veux explorer ton corps dans les moindres détails ce soir.	2	sexual	fr	1	0	1	0	0	0
4512	Tes photos m'excitent tellement, j'ai des pensées très impures.	2	sexual	fr	1	0	1	0	0	0
4513	Viens chez moi ce soir, on va faire des choses très explicites.	2	sexual	fr	1	0	1	0	0	0
4514	Je ne pense qu'à avoir des rapports sexuels avec toi en ce moment.	2	sexual	fr	1	0	1	0	0	0
4515	Dis-moi ce que tu portes comme sous-vêtements en ce moment.	2	sexual	fr	1	0	1	0	0	0
4516	Je veux que tu me raccontes tes expériences sexuelles les plus torrides.	2	sexual	fr	1	0	1	0	0	0
4517	J'ai des fantasmes très explicites sur toi depuis des semaines.	2	sexual	fr	1	0	1	0	0	0
4518	Montre-moi ce que personne d'autre n'a le droit de voir.	2	sexual	fr	1	0	1	0	0	0
4519	Je veux qu'on échange des messages très intimes et explicites.	2	sexual	fr	1	0	1	0	0	0
4520	Send me explicit photos of yourself, I want to see everything.	2	sexual	en	1	0	1	0	0	0
4521	I think about you in very intimate and explicit ways every night.	2	sexual	en	1	0	1	0	0	0
4522	Describe in detail what you would do with me in bed.	2	sexual	en	1	0	1	0	0	0
4523	I want to have sex with you tonight.	2	sexual	en	1	0	1	0	0	0
4524	Show me your body, I've been wanting this for so long.	2	sexual	en	1	0	1	0	0	0
4525	Let's talk about our most explicit and intimate fantasies.	2	sexual	en	1	0	1	0	0	0
4526	I dream of undressing you slowly and doing things with you.	2	sexual	en	1	0	1	0	0	0
4527	Want to meet up for a one-night stand together?	2	sexual	en	1	0	1	0	0	0
4528	Tell me exactly how you like to make love in detail.	2	sexual	en	1	0	1	0	0	0
4529	I imagine you naked and it drives me crazy with desire.	2	sexual	en	1	0	1	0	0	0
4530	Send me an intimate video of yourself, no one will know.	2	sexual	en	1	0	1	0	0	0
4531	I want to explore every inch of your body tonight.	2	sexual	en	1	0	1	0	0	0
4532	Your photos excite me so much, I have very impure thoughts.	2	sexual	en	1	0	1	0	0	0
4533	Come to my place tonight, we'll do very explicit things.	2	sexual	en	1	0	1	0	0	0
4534	All I can think about right now is having sex with you.	2	sexual	en	1	0	1	0	0	0
4535	Tell me what underwear you're wearing right now.	2	sexual	en	1	0	1	0	0	0
4536	I want you to tell me about your most explicit sexual experiences.	2	sexual	en	1	0	1	0	0	0
4537	I've had very explicit fantasies about you for weeks.	2	sexual	en	1	0	1	0	0	0
4538	Show me what no one else has the right to see.	2	sexual	en	1	0	1	0	0	0
4539	I want us to exchange very intimate and explicit messages.	2	sexual	en	1	0	1	0	0	0
4540	Envíame fotos explícitas de ti, quiero verlo todo.	2	sexual	es	1	0	1	0	0	0
4541	Pienso en ti de formas muy íntimas y explícitas cada noche.	2	sexual	es	1	0	1	0	0	0
4542	Descríbeme en detalle lo que harías conmigo en la cama.	2	sexual	es	1	0	1	0	0	0
4543	Quiero tener sexo contigo esta noche.	2	sexual	es	1	0	1	0	0	0
4544	Muéstrame tu cuerpo, he querido esto durante tanto tiempo.	2	sexual	es	1	0	1	0	0	0
4545	Hablemos de nuestras fantasías más explícitas e íntimas.	2	sexual	es	1	0	1	0	0	0
4546	Sueño con desvestirte lentamente y hacer cosas contigo.	2	sexual	es	1	0	1	0	0	0
4547	¿Quieres que nos encontremos para pasar una noche juntos?	2	sexual	es	1	0	1	0	0	0
4548	Dime exactamente cómo te gusta hacer el amor en detalle.	2	sexual	es	1	0	1	0	0	0
4549	Te imagino desnuda y me vuelve loco de deseo.	2	sexual	es	1	0	1	0	0	0
4550	Envíame un video íntimo de ti, nadie lo sabrá.	2	sexual	es	1	0	1	0	0	0
4551	Quiero explorar cada centímetro de tu cuerpo esta noche.	2	sexual	es	1	0	1	0	0	0
4552	Tus fotos me excitan tanto, tengo pensamientos muy impuros.	2	sexual	es	1	0	1	0	0	0
4553	Ven a mi casa esta noche, haremos cosas muy explícitas.	2	sexual	es	1	0	1	0	0	0
4554	Todo en lo que puedo pensar ahora mismo es en tener sexo contigo.	2	sexual	es	1	0	1	0	0	0
4555	Dime qué ropa interior llevas ahora mismo.	2	sexual	es	1	0	1	0	0	0
4556	Quiero que me cuentes tus experiencias sexuales más explícitas.	2	sexual	es	1	0	1	0	0	0
4557	He tenido fantasías muy explícitas sobre ti durante semanas.	2	sexual	es	1	0	1	0	0	0
4558	Muéstrame lo que nadie más tiene derecho a ver.	2	sexual	es	1	0	1	0	0	0
4559	Quiero que intercambiemos mensajes muy íntimos y explícitos.	2	sexual	es	1	0	1	0	0	0
4560	Schick mir explizite Fotos von dir, ich will alles sehen.	2	sexual	de	1	0	1	0	0	0
4561	Ich denke jeden Nacht auf sehr intime und explizite Weise an dich.	2	sexual	de	1	0	1	0	0	0
4562	Beschreibe mir im Detail, was du mit mir im Bett machen würdest.	2	sexual	de	1	0	1	0	0	0
4563	Ich will heute Nacht Sex mit dir haben.	2	sexual	de	1	0	1	0	0	0
4564	Zeig mir deinen Körper, ich will das schon so lange.	2	sexual	de	1	0	1	0	0	0
4565	Lass uns über unsere explizitsten und intimsten Fantasien sprechen.	2	sexual	de	1	0	1	0	0	0
4566	Ich träume davon, dich langsam auszuziehen und Dinge mit dir zu tun.	2	sexual	de	1	0	1	0	0	0
4567	Willst du dich für eine Nacht mit mir treffen?	2	sexual	de	1	0	1	0	0	0
4568	Sag mir genau, wie du es liebst, im Detail Liebe zu machen.	2	sexual	de	1	0	1	0	0	0
4569	Ich stelle mir dich nackt vor und das macht mich wahnsinnig vor Verlangen.	2	sexual	de	1	0	1	0	0	0
4570	Schick mir ein intimes Video von dir, niemand wird es wissen.	2	sexual	de	1	0	1	0	0	0
4571	Ich will heute Nacht jeden Zentimeter deines Körpers erkunden.	2	sexual	de	1	0	1	0	0	0
4572	Deine Fotos erregen mich so sehr, ich habe sehr unreine Gedanken.	2	sexual	de	1	0	1	0	0	0
4573	Komm heute Nacht zu mir, wir werden sehr explizite Dinge tun.	2	sexual	de	1	0	1	0	0	0
4574	Ich kann gerade an nichts anderes denken als daran, Sex mit dir zu haben.	2	sexual	de	1	0	1	0	0	0
4575	Sag mir, welche Unterwäsche du gerade trägst.	2	sexual	de	1	0	1	0	0	0
4576	Ich will, dass du mir von deinen explizitsten sexuellen Erfahrungen erzählst.	2	sexual	de	1	0	1	0	0	0
4577	Ich hatte wochenlang sehr explizite Fantasien über dich.	2	sexual	de	1	0	1	0	0	0
4578	Zeig mir, was niemand sonst sehen darf.	2	sexual	de	1	0	1	0	0	0
4579	Ich will, dass wir sehr intime und explizite Nachrichten austauschen.	2	sexual	de	1	0	1	0	0	0
4580	Mandami foto esplicite di te, voglio vedere tutto.	2	sexual	it	1	0	1	0	0	0
4581	Penso a te in modi molto intimi ed espliciti ogni notte.	2	sexual	it	1	0	1	0	0	0
4582	Descrivimi in dettaglio cosa faresti con me a letto.	2	sexual	it	1	0	1	0	0	0
4583	Voglio fare sesso con te stasera.	2	sexual	it	1	0	1	0	0	0
4584	Mostrami il tuo corpo, lo voglio da così tanto tempo.	2	sexual	it	1	0	1	0	0	0
4585	Parliamo delle nostre fantasie più esplicite e intime.	2	sexual	it	1	0	1	0	0	0
4586	Sogno di spogliarti lentamente e di fare cose con te.	2	sexual	it	1	0	1	0	0	0
4587	Vuoi incontrarci per una notte insieme?	2	sexual	it	1	0	1	0	0	0
4588	Dimmi esattamente come ti piace fare l'amore nel dettaglio.	2	sexual	it	1	0	1	0	0	0
4589	Ti immagino nuda e mi fa impazzire di desiderio.	2	sexual	it	1	0	1	0	0	0
4590	Mandami un video intimo di te, nessuno lo saprà.	2	sexual	it	1	0	1	0	0	0
4591	Voglio esplorare ogni centimetro del tuo corpo stasera.	2	sexual	it	1	0	1	0	0	0
4592	Le tue foto mi eccitano così tanto, ho pensieri molto impuri.	2	sexual	it	1	0	1	0	0	0
4593	Vieni a casa mia stasera, faremo cose molto esplicite.	2	sexual	it	1	0	1	0	0	0
4594	Non riesco a pensare ad altro che a fare sesso con te in questo momento.	2	sexual	it	1	0	1	0	0	0
4595	Dimmi che biancheria intima stai indossando adesso.	2	sexual	it	1	0	1	0	0	0
4596	Voglio che tu mi racconti delle tue esperienze sessuali più esplicite.	2	sexual	it	1	0	1	0	0	0
4597	Ho avuto fantasie molto esplicite su di te per settimane.	2	sexual	it	1	0	1	0	0	0
4598	Mostrami ciò che nessun altro ha il diritto di vedere.	2	sexual	it	1	0	1	0	0	0
4599	Voglio che ci scambiamo messaggi molto intimi ed espliciti.	2	sexual	it	1	0	1	0	0	0
4600	Envoie-moi des photos explicites de toi, je veux tout voir.	2	sexual	fr	1	0	1	0	0	0
4601	Je pense à toi toutes les nuits de façon très intime et explicite.	2	sexual	fr	1	0	1	0	0	0
4602	Décris-moi en détail ce que tu ferais avec moi au lit.	2	sexual	fr	1	0	1	0	0	0
4603	Je veux avoir des relations sexuelles avec toi dès ce soir.	2	sexual	fr	1	0	1	0	0	0
4604	Montre-moi ton corps, j'en ai tellement envie depuis longtemps.	2	sexual	fr	1	0	1	0	0	0
4605	Parlons de nos fantasmes les plus explicites et les plus intimes.	2	sexual	fr	1	0	1	0	0	0
4606	Je rêve de te déshabiller lentement et de faire des choses avec toi.	2	sexual	fr	1	0	1	0	0	0
4607	Tu veux qu'on se retrouve pour une nuit sans lendemain ensemble ?	2	sexual	fr	1	0	1	0	0	0
4608	Dis-moi exactement comment tu aimes faire l'amour en détail.	2	sexual	fr	1	0	1	0	0	0
4609	Je t'imagine nue et ça me rend fou de désir pour toi.	2	sexual	fr	1	0	1	0	0	0
4610	Envoie-moi une vidéo intime de toi, personne ne le saura.	2	sexual	fr	1	0	1	0	0	0
4611	Je veux explorer ton corps dans les moindres détails ce soir.	2	sexual	fr	1	0	1	0	0	0
4612	Tes photos m'excitent tellement, j'ai des pensées très impures.	2	sexual	fr	1	0	1	0	0	0
4613	Viens chez moi ce soir, on va faire des choses très explicites.	2	sexual	fr	1	0	1	0	0	0
4614	Je ne pense qu'à avoir des rapports sexuels avec toi en ce moment.	2	sexual	fr	1	0	1	0	0	0
4615	Dis-moi ce que tu portes comme sous-vêtements en ce moment.	2	sexual	fr	1	0	1	0	0	0
4616	Je veux que tu me raccontes tes expériences sexuelles les plus torrides.	2	sexual	fr	1	0	1	0	0	0
4617	J'ai des fantasmes très explicites sur toi depuis des semaines.	2	sexual	fr	1	0	1	0	0	0
4618	Montre-moi ce que personne d'autre n'a le droit de voir.	2	sexual	fr	1	0	1	0	0	0
4619	Je veux qu'on échange des messages très intimes et explicites.	2	sexual	fr	1	0	1	0	0	0
4620	Send me explicit photos of yourself, I want to see everything.	2	sexual	en	1	0	1	0	0	0
4621	I think about you in very intimate and explicit ways every night.	2	sexual	en	1	0	1	0	0	0
4622	Describe in detail what you would do with me in bed.	2	sexual	en	1	0	1	0	0	0
4623	I want to have sex with you tonight.	2	sexual	en	1	0	1	0	0	0
4624	Show me your body, I've been wanting this for so long.	2	sexual	en	1	0	1	0	0	0
4625	Let's talk about our most explicit and intimate fantasies.	2	sexual	en	1	0	1	0	0	0
4626	I dream of undressing you slowly and doing things with you.	2	sexual	en	1	0	1	0	0	0
4627	Want to meet up for a one-night stand together?	2	sexual	en	1	0	1	0	0	0
4628	Tell me exactly how you like to make love in detail.	2	sexual	en	1	0	1	0	0	0
4629	I imagine you naked and it drives me crazy with desire.	2	sexual	en	1	0	1	0	0	0
4630	Send me an intimate video of yourself, no one will know.	2	sexual	en	1	0	1	0	0	0
4631	I want to explore every inch of your body tonight.	2	sexual	en	1	0	1	0	0	0
4632	Your photos excite me so much, I have very impure thoughts.	2	sexual	en	1	0	1	0	0	0
4633	Come to my place tonight, we'll do very explicit things.	2	sexual	en	1	0	1	0	0	0
4634	All I can think about right now is having sex with you.	2	sexual	en	1	0	1	0	0	0
4635	Tell me what underwear you're wearing right now.	2	sexual	en	1	0	1	0	0	0
4636	I want you to tell me about your most explicit sexual experiences.	2	sexual	en	1	0	1	0	0	0
4637	I've had very explicit fantasies about you for weeks.	2	sexual	en	1	0	1	0	0	0
4638	Show me what no one else has the right to see.	2	sexual	en	1	0	1	0	0	0
4639	I want us to exchange very intimate and explicit messages.	2	sexual	en	1	0	1	0	0	0
4640	Envíame fotos explícitas de ti, quiero verlo todo.	2	sexual	es	1	0	1	0	0	0
4641	Pienso en ti de formas muy íntimas y explícitas cada noche.	2	sexual	es	1	0	1	0	0	0
4642	Descríbeme en detalle lo que harías conmigo en la cama.	2	sexual	es	1	0	1	0	0	0
4643	Quiero tener sexo contigo esta noche.	2	sexual	es	1	0	1	0	0	0
4644	Muéstrame tu cuerpo, he querido esto durante tanto tiempo.	2	sexual	es	1	0	1	0	0	0
4645	Hablemos de nuestras fantasías más explícitas e íntimas.	2	sexual	es	1	0	1	0	0	0
4646	Sueño con desvestirte lentamente y hacer cosas contigo.	2	sexual	es	1	0	1	0	0	0
4647	¿Quieres que nos encontremos para pasar una noche juntos?	2	sexual	es	1	0	1	0	0	0
4648	Dime exactamente cómo te gusta hacer el amor en detalle.	2	sexual	es	1	0	1	0	0	0
4649	Te imagino desnuda y me vuelve loco de deseo.	2	sexual	es	1	0	1	0	0	0
4650	Envíame un video íntimo de ti, nadie lo sabrá.	2	sexual	es	1	0	1	0	0	0
4651	Quiero explorar cada centímetro de tu cuerpo esta noche.	2	sexual	es	1	0	1	0	0	0
4652	Tus fotos me excitan tanto, tengo pensamientos muy impuros.	2	sexual	es	1	0	1	0	0	0
4653	Ven a mi casa esta noche, haremos cosas muy explícitas.	2	sexual	es	1	0	1	0	0	0
4654	Todo en lo que puedo pensar ahora mismo es en tener sexo contigo.	2	sexual	es	1	0	1	0	0	0
4655	Dime qué ropa interior llevas ahora mismo.	2	sexual	es	1	0	1	0	0	0
4656	Quiero que me cuentes tus experiencias sexuales más explícitas.	2	sexual	es	1	0	1	0	0	0
4657	He tenido fantasías muy explícitas sobre ti durante semanas.	2	sexual	es	1	0	1	0	0	0
4658	Muéstrame lo que nadie más tiene derecho a ver.	2	sexual	es	1	0	1	0	0	0
4659	Quiero que intercambiemos mensajes muy íntimos y explícitos.	2	sexual	es	1	0	1	0	0	0
4660	Schick mir explizite Fotos von dir, ich will alles sehen.	2	sexual	de	1	0	1	0	0	0
4661	Ich denke jeden Nacht auf sehr intime und explizite Weise an dich.	2	sexual	de	1	0	1	0	0	0
4662	Beschreibe mir im Detail, was du mit mir im Bett machen würdest.	2	sexual	de	1	0	1	0	0	0
4663	Ich will heute Nacht Sex mit dir haben.	2	sexual	de	1	0	1	0	0	0
4664	Zeig mir deinen Körper, ich will das schon so lange.	2	sexual	de	1	0	1	0	0	0
4665	Lass uns über unsere explizitsten und intimsten Fantasien sprechen.	2	sexual	de	1	0	1	0	0	0
4666	Ich träume davon, dich langsam auszuziehen und Dinge mit dir zu tun.	2	sexual	de	1	0	1	0	0	0
4667	Willst du dich für eine Nacht mit mir treffen?	2	sexual	de	1	0	1	0	0	0
4668	Sag mir genau, wie du es liebst, im Detail Liebe zu machen.	2	sexual	de	1	0	1	0	0	0
4669	Ich stelle mir dich nackt vor und das macht mich wahnsinnig vor Verlangen.	2	sexual	de	1	0	1	0	0	0
4670	Schick mir ein intimes Video von dir, niemand wird es wissen.	2	sexual	de	1	0	1	0	0	0
4671	Ich will heute Nacht jeden Zentimeter deines Körpers erkunden.	2	sexual	de	1	0	1	0	0	0
4672	Deine Fotos erregen mich so sehr, ich habe sehr unreine Gedanken.	2	sexual	de	1	0	1	0	0	0
4673	Komm heute Nacht zu mir, wir werden sehr explizite Dinge tun.	2	sexual	de	1	0	1	0	0	0
4674	Ich kann gerade an nichts anderes denken als daran, Sex mit dir zu haben.	2	sexual	de	1	0	1	0	0	0
4675	Sag mir, welche Unterwäsche du gerade trägst.	2	sexual	de	1	0	1	0	0	0
4676	Ich will, dass du mir von deinen explizitsten sexuellen Erfahrungen erzählst.	2	sexual	de	1	0	1	0	0	0
4677	Ich hatte wochenlang sehr explizite Fantasien über dich.	2	sexual	de	1	0	1	0	0	0
4678	Zeig mir, was niemand sonst sehen darf.	2	sexual	de	1	0	1	0	0	0
4679	Ich will, dass wir sehr intime und explizite Nachrichten austauschen.	2	sexual	de	1	0	1	0	0	0
4680	Mandami foto esplicite di te, voglio vedere tutto.	2	sexual	it	1	0	1	0	0	0
4681	Penso a te in modi molto intimi ed espliciti ogni notte.	2	sexual	it	1	0	1	0	0	0
4682	Descrivimi in dettaglio cosa faresti con me a letto.	2	sexual	it	1	0	1	0	0	0
4683	Voglio fare sesso con te stasera.	2	sexual	it	1	0	1	0	0	0
4684	Mostrami il tuo corpo, lo voglio da così tanto tempo.	2	sexual	it	1	0	1	0	0	0
4685	Parliamo delle nostre fantasie più esplicite e intime.	2	sexual	it	1	0	1	0	0	0
4686	Sogno di spogliarti lentamente e di fare cose con te.	2	sexual	it	1	0	1	0	0	0
4687	Vuoi incontrarci per una notte insieme?	2	sexual	it	1	0	1	0	0	0
4688	Dimmi esattamente come ti piace fare l'amore nel dettaglio.	2	sexual	it	1	0	1	0	0	0
4689	Ti immagino nuda e mi fa impazzire di desiderio.	2	sexual	it	1	0	1	0	0	0
4690	Mandami un video intimo di te, nessuno lo saprà.	2	sexual	it	1	0	1	0	0	0
4691	Voglio esplorare ogni centimetro del tuo corpo stasera.	2	sexual	it	1	0	1	0	0	0
4692	Le tue foto mi eccitano così tanto, ho pensieri molto impuri.	2	sexual	it	1	0	1	0	0	0
4693	Vieni a casa mia stasera, faremo cose molto esplicite.	2	sexual	it	1	0	1	0	0	0
4694	Non riesco a pensare ad altro che a fare sesso con te in questo momento.	2	sexual	it	1	0	1	0	0	0
4695	Dimmi che biancheria intima stai indossando adesso.	2	sexual	it	1	0	1	0	0	0
4696	Voglio che tu mi racconti delle tue esperienze sessuali più esplicite.	2	sexual	it	1	0	1	0	0	0
4697	Ho avuto fantasie molto esplicite su di te per settimane.	2	sexual	it	1	0	1	0	0	0
4698	Mostrami ciò che nessun altro ha il diritto di vedere.	2	sexual	it	1	0	1	0	0	0
4699	Voglio che ci scambiamo messaggi molto intimi ed espliciti.	2	sexual	it	1	0	1	0	0	0
4700	Envoie-moi des photos explicites de toi, je veux tout voir.	2	sexual	fr	1	0	1	0	0	0
4701	Je pense à toi toutes les nuits de façon très intime et explicite.	2	sexual	fr	1	0	1	0	0	0
4702	Décris-moi en détail ce que tu ferais avec moi au lit.	2	sexual	fr	1	0	1	0	0	0
4703	Je veux avoir des relations sexuelles avec toi dès ce soir.	2	sexual	fr	1	0	1	0	0	0
4704	Montre-moi ton corps, j'en ai tellement envie depuis longtemps.	2	sexual	fr	1	0	1	0	0	0
4705	Parlons de nos fantasmes les plus explicites et les plus intimes.	2	sexual	fr	1	0	1	0	0	0
4706	Je rêve de te déshabiller lentement et de faire des choses avec toi.	2	sexual	fr	1	0	1	0	0	0
4707	Tu veux qu'on se retrouve pour une nuit sans lendemain ensemble ?	2	sexual	fr	1	0	1	0	0	0
4708	Dis-moi exactement comment tu aimes faire l'amour en détail.	2	sexual	fr	1	0	1	0	0	0
4709	Je t'imagine nue et ça me rend fou de désir pour toi.	2	sexual	fr	1	0	1	0	0	0
4710	Envoie-moi une vidéo intime de toi, personne ne le saura.	2	sexual	fr	1	0	1	0	0	0
4711	Je veux explorer ton corps dans les moindres détails ce soir.	2	sexual	fr	1	0	1	0	0	0
4712	Tes photos m'excitent tellement, j'ai des pensées très impures.	2	sexual	fr	1	0	1	0	0	0
4713	Viens chez moi ce soir, on va faire des choses très explicites.	2	sexual	fr	1	0	1	0	0	0
